"Grupo_Nome","Empresa_Nome","Unidade_Nome","Setor_Nome","Funcao_Nome","Ativo"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Engenharia e Projetos","Engenheiro de Gestão de Resultado","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Comunicação e Suporte Administrativo","Engenheiro de Medições","true"
"Consultiva Contabilidade","Elessandra Cristina de Santana","Elessandra Cristina de Santana - Cuidadora","Residência","Cuidadora","true"
"A.M.P. INDUSTRIA E COMERCIO DE FERRAMENTAS EIRELI","A.M.P. INDUSTRIA E COMERCIO DE FERRAMENTAS EIRELI","A.M.P. INDUSTRIA E COMERCIO DE FERRAMENTAS EIRELI","Oficina","1/2 Of. Torn. Mecânico","true"
"A.M.P. INDUSTRIA E COMERCIO DE FERRAMENTAS EIRELI","A.M.P. INDUSTRIA E COMERCIO DE FERRAMENTAS EIRELI","A.M.P. INDUSTRIA E COMERCIO DE FERRAMENTAS EIRELI","Oficina","Operador de Máquinas B","true"
"Consultiva Contabilidade","Juliana Barros Andrade e Silva","Juliana Barros Andrade e Silva","Consultório","Auxiliar de Saúde Bucal","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Planejamento e Gestão","Coordenadora de Administração Contratual","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Conferência","Auxiliar de Expedição - Setor: Conferência","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Movimentação de cargas pesadas","Operador de Empilhadeira II - Setor: Movimentação de cargas pesadas","true"
"TRANSMYM TRANSPORTE LOGISTICA E CONSERTO DE PALLET","WE TRANSPORTES LOGISTICA E CONSERTO DE PALLETS LTDA","WE TRANSPORTES LOGISTICA E CONSERTO DE PALLETS LTDA","Transporte","Motorista Carreta Categoria E","true"
"Manoel Jardim","GUSTAVO COELHO RODRIGUES PET SHOP","GUSTAVO COELHO RODRIGUES PET SHOP","Recepção","Recepcionista","true"
"Ninja Grupo","SD AUDIO 0001-00","SD Audio","Site","Assistente de E-Commerce","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Compras","Encarregado de Compras - Setor: Compras","true"
"Consultiva Contabilidade","GP ODONTOLOGIA LTDA","GP ODONTOLOGIA LTDA","Administrativo","Assistente Administrativo","true"
"Proconsult Assessoria Empresarial LTDA","NACEL NACIONAL ELETRO-ELETRONICA LTDA","NACEL NACIONAL ELETRO-ELETRONICA LTDA","Vendas","Vendedor(a) Iinterno(a)","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0011-97","Escritório","Faturista","true"
"Consultiva Contabilidade","ROSANA APARECIDA INGLEZ DANIELLE","ROSANA APARECIDA INGLEZ DANIELLE","Recepção","Recepcionista","true"
"ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","Limpeza","Auxiliar de Limpeza","true"
"ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","ESCOLA DE ENSINO FUNDAMENTAL AVALON LTDA","Recreação","Recreacionista","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Financeiro/RH","Assistente Financeiro e RH - Setor: Financeiro/RH","true"
"Prime Manutenção Automotiva","SMART MOTORS","SMART MOTORS","Administrativo","Gerente Administrativo","true"
"Consultiva Contabilidade","DANIELLE ALESSANDRA DE OLIVEIRA NUNES","DANIELLE ALESSANDRA DE OLIVEIRA NUNES","Administrativo","Auxiliar Administrativo","true"
"Nillmor Corretora de Seguros Ltda","NILLMOR CORRETORA DE SEGUROS LTDA","NILLMOR CORRETORA DE SEGUROS LTDA","Diretoria","Socio","true"
"Nillmor Corretora de Seguros Ltda","NILLMOR CORRETORA DE SEGUROS LTDA","NILLMOR CORRETORA DE SEGUROS LTDA","Administração","Assistente de Vendas Pleno","true"
"Nillmor Corretora de Seguros Ltda","NILLMOR CORRETORA DE SEGUROS LTDA","NILLMOR CORRETORA DE SEGUROS LTDA","Administração","Assistente Financeiro","true"
"Nillmor Corretora de Seguros Ltda","NILLMOR CORRETORA DE SEGUROS LTDA","NILLMOR CORRETORA DE SEGUROS LTDA","Administração","Assistente de Vendas Junior","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Smart","Auxiliar de Escritório - Setor: Smart","true"
"Consultiva Contabilidade","Sergio Ricardo De Assis Dias","Sergio Ricardo De Assis Dias","Recepção","Recepcionista","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Despacho","Auxiliar de Expedição - Setor: Despacho","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Reposição de estoque","Auxiliar de Expedição Setor: Reposição de Estoque","true"
"LVO Assessoria","HJAPAN","HJAPAN","Serviços","Auxiliar Mecanico","true"
"LVO Assessoria","HJAPAN","HJAPAN","Serviços","Estoquista","true"
"LVO Assessoria","HJAPAN","HJAPAN","Administrativo","Analista Financeiro","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Operacional","Encarregado de Oficina","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Separação","Jovem Aprendiz: Setor: Separação","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Caixa Fechada","Auxiliar de Expedição II - Setor: Estoque Refrigerado","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Separação","Auxiliar de Expedição Setor: Reposição de Estoque","true"
"Baby Lady","BABY LADY CONFECCAO DE FRALDAS LTDA","BABY LADY CONFECCAO DE FRALDAS LTDA","Escritório","AUX.VENDAS","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA SPSERRA","Escritório","Analista de Atração e Seleção Pleno","true"
"Prime Manutenção Automotiva","SMART MOTORS","SMART MOTORS","Oficina","Ajudante de Vidraceiro","true"
"O PEIXEIRO PEIXARIA DELIVERY LTDA","O PEIXEIRO","O PEIXEIRO","Peixaria","Auxiliar de Peixaria","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0017-82","Estoque","Estoquista","true"
"CLAUDIA GRAZZIOLLI SOMMA JACINTO ME","CLAUDIA GRAZIOLLI SOMMA JACINTO","CLAUDIA GRAZIOLLI SOMMA JACINTO","Sala de Aula","Assistente de Classe","true"
"Pluggy Brasil Instituicao De Pagamento Ltda","PLUGGY","PLUGGY","Administrativo","Analista de Marketing Júnior","true"
"Valfran Organização Contabil LTDA","EMAVAH INDUSTRIA E COMERCIO DE FERRAMENTAS","EMAVAH INDUSTRIA E COMERCIO DE FERRAMENTAS","Produção","Auxiliar de expedição","true"
"Consultiva Contabilidade","ADRIANA AVAKIAN BALABANIAN CANO","Adriana Avakian Balabanian Cano","Administrativo","Secretaria","true"
"Lume Engenharia E Consultoria","LUME ENGENHARIA E CONSULTORIA","LUME ENGENHARIA E CONSULTORIA","Administrativo","Assistente de Engenheiro de Segurança do Trabalho","true"
"Botica APS Farmácia de Manipulação LTDA.","BOTICA APS FARMACIA DE MANIPULACAO LTDA","BOTICA APS FARMACIA DE MANIPULACAO LTDA","Operacional","Auxiliar de Expedição","true"
"MELK COSMETICOS","MELK COSMETICOS","MELK COSMETICOS","Produção","Operador de Inspeção de Qualidade","true"
"JAIRO E JOICE ODONTOLOGIA LTDA.","ODONTO J DIGITAL","ODONTO J DIGITAL","Recepção","Recepcionista","true"
"Nivyane Siqueira Furtado de Mello Catto","Nivyane Siqueira Furtado de Mello Catto","Nivyane Siqueira Furtado de Mello Catto","Administrativo","Auxiliar Administrativo","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS E MAT - 0018-63","NINJA SOM 0018","Loja","Vendedor","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS E MAT - 0018-63","NINJA SOM 0018","Expedição","Auxiliar de Expedição","true"
"Contabilidade Ligia","ANDREA SATIE SENAGA","ANDREA SATIE SENAGA","Cozinha","Auxiliar de Cozinha","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Caixa Fechada","Encarregado de Expedição - Setor: Caixa Fechada","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Faturamento","Auxiliar De Escritório - Setor: Faturamento","true"
"Comunica Produções Comunicação Visual LTDA","COMUNICA PRODUCOES","COMUNICA PRODUCOES","Produção","Encarregado de Produção","true"
"D&C Serviços Terceirizados Ltda","DAILY CLEANING","DAILY CLEANING","Geral","Auxiliar de Serviços Gerais","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Escritório","Analista de Suporte Técnico Pleno","true"
"Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Estoque","Analista Logistica","true"
"Essencial Box Ltda","ESSENCIAL BOX E DECORACOES","ESSENCIAL BOX E DECORACOES","Escritório","Auxiliar de escritorio","true"
"Essencial Box Ltda","ESSENCIAL BOX E DECORACOES","ESSENCIAL BOX E DECORACOES","Geral","Ajudante geral","true"
"Essencial Box Ltda","ESSENCIAL BOX E DECORACOES","ESSENCIAL BOX E DECORACOES","Geral","Vidraceiro","true"
"Administração e Imobiliária Bagattini","IMOBILIARIA BAGATTINI","IMOBILIARIA BAGATTINI","Geral","ZELADOR","true"
"Consultiva Contabilidade","Maria Carolina Moreira Giosa","Maria Carolina Moreira Giosa","Consultório Odontológico","Recepcionista","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Pós-Vendas","Auxiliar de Vendas II - Setor: Pós-vendas","true"
"ASAA INDUSTRIA","ASAA AROMATIZACAO","ASAA AROMATIZACAO","Logística","Supervisor Operacional","true"
"ASAA INDUSTRIA","ASAA AROMATIZACAO","ASAA AROMATIZACAO","Produção","Químico","true"
"Valfran Organização Contabil LTDA","TABACARIA CONCORDIA","TABACARIA CONCORDIA","Estoque","Auxiliar de Estoque","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0010-06","Estoque","Estoquista","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Estoque","Auxiliar de Almoxarifado","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Administração","Supervisor de Vendas II A - Setor: Administração","true"
"Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Administrativo","Assistente Administrativo","true"
"Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Green Table Comercio De Alimentos","Administrativo","Analista Compras","true"
"SIGMA GESTAO AMBIENTAL LTDA","SIGMA GESTAO AMBIENTAL LTDA","SIGMA GESTAO AMBIENTAL LTDA","Operacional","Analista Ambiental Pleno","true"
"Lillian Maria da Costa Marques Sandrin","Lillian Maria da Costa Marques Sandrin","Lillian Maria da Costa Marques Sandrin","Recepção","Recepcionista","true"
"AIKO E ARAI ODONTOCLINIC LTDA","AIKO E ARAI ODONTOCLINIC LTDA","AIKO E ARAI ODONTOCLINIC LTDA","Consultório","Auxiliar de Saúde Bucal","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Compras","Auxiliar de Compras - Setor: Compras","true"
"Contabilidade Organiza","C.F.P. - COMERCIO DE COSMETICOS E PERFUMARIA LTDA","C.F.P. - COMERCIO DE COSMETICOS E PERFUMARIA LTDA","loja","Operadora de Caixa","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Qualidade","Laboratorista","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Engenharia e Projetos","Engenheiro de Geotecnia e Túneis","true"
"PETTA CLINICA ODONTOLOGICA EIRELI","PETTA CLINICA ODONTOLOGICA LTDA","PETTA CLINICA ODONTOLOGICA LTDA","Consultório","Técnica de Saúde Bucal","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Analise de Débito","Auxiliar de Escritório - Setor: Analise de Débito","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","VIA APPIA CONCESSOES S.A.","VIA APPIA CONCESSOES S.A.","Suprimentos","Analista De Suprimentos Senior","true"
"CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","CONCESSIONÁRIA RODOANEL NORTE SPE S/A.","Suprimentos","Analista de Suprimentos Sênior","true"
"Andrea Regina Cardoso de Almeida Moreira","ANDREA REGINA CARDOSO DE ALMEIDA MOREIRA","ANDREA REGINA CARDOSO DE ALMEIDA MOREIRA","Transporte","Motorista","true"
"Andrea Regina Cardoso de Almeida Moreira","ANDREA REGINA CARDOSO DE ALMEIDA MOREIRA","ANDREA REGINA CARDOSO DE ALMEIDA MOREIRA","Loja","Banhista de Animais Domésticos","true"
"Andrea Regina Cardoso de Almeida Moreira","ANDREA REGINA CARDOSO DE ALMEIDA MOREIRA","ANDREA REGINA CARDOSO DE ALMEIDA MOREIRA","Loja","Recepcionista","true"
"Andrea Regina Cardoso de Almeida Moreira","ANDREA REGINA CARDOSO DE ALMEIDA MOREIRA","ANDREA REGINA CARDOSO DE ALMEIDA MOREIRA","Loja","Auxiliar de Serviços Gerais","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Recursos Humanos","Auxiliar De Recursos Humanos Il","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Suporte Atendimento","Atendente","true"
"SIGMA GESTAO AMBIENTAL LTDA","SIGMA GESTAO AMBIENTAL LTDA","SIGMA GESTAO AMBIENTAL LTDA","Operacional","Estagiário","true"
"Proconsult Assessoria Empresarial LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","PROCONSULT ASSESSORIA EMPRESARIAL LTDA","Escritório","Analista Fiscal","true"
"Sandra Regina Rangel","Sandra Regina Rangel","Sandra Regina Rangel","Consultório","Secretária","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Atendente de Suporte","Atendente","true"
"Valfran Organização Contabil LTDA","FEMAGI TRATORES SERVICOS DE MANUTENCAO E LOCACAO DE MAQUINAS LTDA.","FEMAGI TRATORES SERVICOS DE MANUTENCAO E LOCACAO DE MAQUINAS LTDA.","Operacional","Operador","true"
"Consultiva Contabilidade","SHIROMOTO TRATAMENTOS ODONTOLOGICOS LTDA","SHIROMOTO TRATAMENTOS ODONTOLOGICOS LTDA","Recepção","Recepcionista","true"
"Associações Colônias Japonesas","ASSOC. CULT. E RECREATIVA AKITA KEN JIN DO BRASIL","ASSOC. CULT. E RECREATIVA AKITA KEN JIN DO BRASIL","Administrativo","Assistente Administrativa","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Separação","Auxiliar de Expedição II - Setor: Estoque Refrigerado","true"
"Consultiva Contabilidade","GP ODONTOLOGIA LTDA","GP ODONTOLOGIA LTDA","Consultório Odontológico","Auxiliar de Saúde Bucal","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS E MAT - 0018-63","NINJA SOM 0018","Loja","Gerente","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS E MAT - 0018-63","NINJA SOM 0018","Loja","Caixa","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS E MAT - 0018-63","NINJA SOM 0018","Estoque","Estoquista","true"
"ODONTOLOGIA MODERNA PENHA CLINICA ODONTOLOGICA S/S","ODONTOLOGIA MODERNA PENHA","ODONTOLOGIA MODERNA PENHA","Recepção","Recepcionista","true"
"TRANSMYM TRANSPORTE LOGISTICA E CONSERTO DE PALLET","WE TRANSPORTES LOGISTICA E CONSERTO DE PALLETS LTDA","WE TRANSPORTES LOGISTICA E CONSERTO DE PALLETS LTDA","Transporte","Motorista De Caminhão Truck","true"
"Kawa Equipamentos E Acessorios Para Solda Eireli","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","KAWA EQUIPAMENTOS E ACESSORIOS PARA SOLDA EIRELI","Operacional","Auxiliar de Montador de Equipamento","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Oficina","Preparador Pintura Automotivo","true"
"Consultiva Contabilidade","Selma Mourão Timbo","Selma Mourão Timbo","Recepção","Recepcionista","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0011-97","Loja","Faxineira","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Motorista","Motorista - Setor: Motorista","true"
"Dellvet Clinica Veterinária","DELLVET","DELLVET","Loja","Vendedor","true"
"ECB FREITAS TRANSPORTES EXPRESS LTDA","ECB FREITAS TRANSPORTES EXPRESS LTDA","ECB FREITAS TRANSPORTES EXPRESS LTDA","Interno","Auxiliar de Logística","true"
"ECB FREITAS TRANSPORTES EXPRESS LTDA","ECB FREITAS TRANSPORTES EXPRESS LTDA","ECB FREITAS TRANSPORTES EXPRESS LTDA","Externo","Motorista","true"
"Bem Estar Hospitalar","Bem Estar Hospitalar","Bem Estar Hospitalar","Produção","Responsável Técnica Farmaceutica","true"
"Contabilidade Organiza","URBE HAIR INSTITUTO DE BELEZA LTDA","URBE HAIR INSTITUTO DE BELEZA LTDA","Salão","Auxiliar de Cabeleireiro","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Administrativo","Auxiliar de Almoxarifado","true"
"Marcia Colonese Promoções e Eventos","EVENTOS COLONESE","EVENTOS COLONESE","Produções Eventos","Aux. de Montagem de Eventos","true"
"Marcia Colonese Promoções e Eventos","EVENTOS COLONESE","EVENTOS COLONESE","Produções Eventos","Montador de Decoração e Assistencia Tecnica","true"
"Consultiva Contabilidade","SMILE DESIGN CONSULTORIO ODONTOLOGICO LTDA.","SMILE DESIGN CONSULTORIO ODONTOLOGICO LTDA.","Recepção","Secretária","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Expedição","Auxiliar de Expedição Setor: Reposição de Estoque","true"
"Contabilidade Ligia","ANDREA SATIE SENAGA","ANDREA SATIE SENAGA","Feira","Auxiliar de Feirante","true"
"Contabilidade Ligia","AUTO SOCORRO PERSEVERANCA","AUTO SOCORRO PERSEVERANCA","Operacional","Motorista de Guincho Leve","true"
"Igreja Presbiteriana Independente do Brasil","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","Administrativo","Assistente Administrativo","true"
"Botica APS Farmácia de Manipulação LTDA.","BOTICA APS FARMACIA DE MANIPULACAO LTDA","BOTICA APS FARMACIA DE MANIPULACAO LTDA","Limpeza","Auxiliar de Limpeza","true"
"ODONTOLOGIA MODERNA PENHA CLINICA ODONTOLOGICA S/S","ODONTOLOGIA MODERNA PENHA","ODONTOLOGIA MODERNA PENHA","Consultório","Auxiliar de Saúde Bucal","true"
"Fabio Rodrigues de Freitas","FABIO RODRIGUES DE FREITAS","FABIO RODRIGUES DE FREITAS","Oficina","Montador","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0010-06","Loja","Caixa","true"
"Consultiva Contabilidade","Liane Marmo Gambirazi","Liane Marmo Gambirazi","Recepção","Recepcionista","true"
"Lume Engenharia E Consultoria","LUME ENGENHARIA E CONSULTORIA","LUME ENGENHARIA E CONSULTORIA","Comercial","Assistente Comercial Júnior","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0008-91","Expedição","Coordenador de Expedição","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0008-91","Escritório","Assistente de RH","true"
"Comunica Produções Comunicação Visual LTDA","COMUNICA PRODUCOES","COMUNICA PRODUCOES","Produção","Auxiliar de Marcenaria","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Separação","Estagiário (a) - Setor: Separação","true"
"IMPERIAL MATERIAL ELETRICO LTDA SILVER LUSTRES","CJ ILUMINACAO","CJ ILUMINACAO","Estoque","Estoquista","true"
"CORP ENGENHARIA LTDA","CORP ENGENHARIA","CORP ENGENHARIA","Obra","Carpinteiro","true"
"CORP ENGENHARIA LTDA","CORP ENGENHARIA","CORP ENGENHARIA","Obra","Ajudante Geral","true"
"Consultiva Contabilidade","Rodrigo Kendi Adati Hatano","Rodrigo Kendi Adati Hatano","Consultório","Auxiliar em Saúde Bucal","true"
"Baby Lady","BABY LADY CONFECCAO DE FRALDAS LTDA","BABY LADY CONFECCAO DE FRALDAS LTDA","Fábrica","Ajudante Geral","true"
"ATOMY DO BRASIL COSMETICOS LTDA","ATOMY DO BRASIL","ATOMY DO BRASIL","Financeiro","Assistente Financeiro","true"
"Contabilidade Ligia","SENAGA PASTEL DE FEIRA","SENAGA PASTEL DE FEIRA","Geral","Ajudante Geral","true"
"Contabilidade Ligia","SENAGA PASTEL DE FEIRA","SENAGA PASTEL DE FEIRA","Geral","Menor Aprendiz","true"
"Pastelaria Senaga Pastel de Feira Ltda","PASTELARIA SENAGA PASTEL DE FEIRA","PASTELARIA SENAGA PASTEL DE FEIRA","Geral","Ajudante Geral","true"
"Ninja Grupo","NINJA SOM 0014-30","NINJA SOM 0014","Estoque","Estoquista","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Transferência de Mercadorias","Assistente de Logística - Setor: Transferência de Mercadorias","true"
"MABRUK SAUDE ODONTOLOGIA LTDA","MABRUK SAUDE ODONTOLOGIA LTDA.","MABRUK SAUDE ODONTOLOGIA LTDA","Geral","Auxiliar de limpeza","true"
"Contabilidade Ligia","ANDREA SATIE SENAGA","ANDREA SATIE SENAGA","Feira","Gerente","true"
"Contabilidade Ligia","ANDREA SATIE SENAGA","ANDREA SATIE SENAGA","Feira","Auxiliar de Cozinha","true"
"Contabilidade Ligia","ANDREA SATIE SENAGA","ANDREA SATIE SENAGA","Feira","Cozinheiro","true"
"Contabilidade Ligia","ANDREA SATIE SENAGA","ANDREA SATIE SENAGA","Feira","Vendedora","true"
"Contabilidade Ligia","ANDREA SATIE SENAGA","ANDREA SATIE SENAGA","Feira","Ajudante Geral","true"
"Igreja Presbiteriana Independente do Brasil","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","Secretaria Geral","Secretário Geral","true"
"Igreja Presbiteriana Independente do Brasil","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","Administrativo","Administrador Geral","true"
"Igreja Presbiteriana Independente do Brasil","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL","Secretaria Geral","Secretário de Transparencia e Ouvidoria","true"
"Consultiva Contabilidade","FLAVIO LUIZ VENDRAMINI","FLAVIO LUIZ VENDRAMINI","Consultório","Auxiliar de Saúde Bucal","true"
"Botica APS Farmácia de Manipulação LTDA.","BOTICA APS FARMACIA DE MANIPULACAO LTDA","BOTICA APS FARMACIA DE MANIPULACAO LTDA","Farmácia","Auxiliar de Farmácia","true"
"Ninja Grupo","NINJA SOM COMERCIO DE ELETRONICOS - 0001-15","NINJA SOM COMERCIO DE ELETRONICOS E MAT- 0009-72","Loja","Caixa","true"
"Consultiva Contabilidade","Caterine Stefania Miccolis Acca","Caterine Stefania Miccolis Acca","Geral","Empregada Doméstica","true"
"Valfran Organização Contabil LTDA","EMAVAH INDUSTRIA E COMERCIO DE FERRAMENTAS","EMAVAH INDUSTRIA E COMERCIO DE FERRAMENTAS","Externo","Motorista","true"
"APS Treinamento e Apoio Administrativo LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","APS TREINAMENTO E APOIO ADMINISTRATIVO LTDA","Atendente de Suporte","Assistente de Operações","true"
"VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA.","VETMINAS PRODUTOS VETERINARIOS LTDA","Análise de Crédito","Assistente de Analise de Crédito e Cad II - Setor: Análise de Crédito","true"
"Ninja Grupo","SD AUDIO 0001-00","SD Audio","Site","Auxiliar de E-commerce","true"
